Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,5,165,330,5.3,4.888888889,0.411111111,3269,correct,1
Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,6,322,165,4.294117647,5.3,1.005882353,2468,incorrect,0
Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,7,322,139,4.294117647,2.333333333,1.960784314,3104,correct,1
Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,8,322,235,4.294117647,7.125,2.830882353,7980,incorrect,0
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,9,2,322,4.444444444,4.294117647,0.150326797,3831,correct,1
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,10,89,2,5.25,4.444444444,0.805555556,4403,correct,1
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,11,89,260,5.25,4.818181818,0.431818182,1478,correct,1
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,12,154,89,3.272727273,5.25,1.977272727,7635,incorrect,0
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,13,154,341,3.272727273,6.454545455,3.181818182,4005,incorrect,0
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,14,154,55,3.272727273,1.888888889,1.383838384,3254,correct,1
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,15,154,28,3.272727273,4.555555556,1.282828283,7676,incorrect,0
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,16,154,29,3.272727273,4.4,1.127272727,4238,incorrect,0
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,17,122,154,4.555555556,3.272727273,1.282828283,1487,correct,1
-Kmhdoe48tx5pWTdVOGu,novice,tradeN,1,18,122,141,4.555555556,2.375,2.180555556,3780,correct,1
